,model,output,interpretable,attributable,cells,reasoning,id,set,language,lang
14,mt5_xxl,Fertility decreases with household wealth.,1.0,1.0,11.0,1.0,SR238-en-4,dev,,en
9,ssa_mt5,.,0.0,,,,SR238-en-6,test,,en
10,mt5_small,.,0.0,,,,SR238-en-6,test,,en
11,reference,Teenage childbearing is twice as high among young women with no education (58%) than among women with secondary or higher education (25%).,1.0,1.0,4.0,1.0,SR238-en-6,test,,en
12,mt5_xxl,"The proportion of women age 15-19 who have begun childbearing is higher among those with no education (58%); among those with a secondary education or higher, the proportion is lower among those with a higher education (25%).",0.0,,,,SR238-en-6,test,,en
17,mt5_small,"Overall, 71% of children age 6-59 months have tested positive for malaria by microscopy, compared to 71% of children in Donga and 71% of children in Mono",0.0,,,,OD78-en-43,dev,,en
18,ssa_mt5,"The prevalence of malaria prevalence varies widely by microscopy, from 3% in Alibori to 38% in Mono.",0.0,,,,OD78-en-43,dev,,en
19,mt5_xxl,"Malaria prevalence is highest in the Couffo (51%), where more than half of children age 6-59 months tested positive for malaria by microscopy.",1.0,1.0,13.0,1.0,OD78-en-43,dev,,en
20,reference,The prevalence of malaria among children age 6-59 months ranges from a minimum of 17% in Littoral to 51% in Couffo.,1.0,1.0,14.0,1.0,OD78-en-43,dev,,en
8,mt5_xxl,"Overall, 53% of women and 17% of men are employed in professional/technical/ managerial occupations.",1.0,0.0,,,FR313-en-1,test,,en
9,reference,"More than 60 percent of working women are employed in professional, technical, and managerial positions or in clerical occupations.",1.0,1.0,5.0,1.0,FR313-en-1,test,,en
10,mt5_small,.,0.0,,,,FR313-en-1,test,,en
11,ssa_mt5,"Twenty-seven percent of currently married women are stunted or technical/ managerial, while 22% are stunted or technical/ managerial.",0.0,,,,FR313-en-1,test,,en
8,mt5_xxl,"The infant mortality rate has decreased significantly from 75 deaths per 1,000 live births in 1997 to 43 deaths per 1,000 live births in 2013. The under-five mortality rate has also decreased significantly from 105 deaths per 1,000 live births in 1997 to 53 deaths per 1,000 live births in 2013.",1.0,1.0,5.0,1.0,SR220-en-8,dev,,en
9,reference,Childhood mortality has decreased in Yemen in recent years.,1.0,0.0,,,SR220-en-8,dev,,en
10,mt5_small,"Currently, the infant mortality rate is highest in the 1980 KMIS, while the infant mortality rate is lowest in the 1980 KMIS, and remained relatively high in the 1980 KMIS.",0.0,,,,SR220-en-8,dev,,en
11,ssa_mt5,"The under-five mortality rate is highest in the 1990, where the infant mortality rate is highest in the 2017-2018.",1.0,0.0,,,SR220-en-8,dev,,en
13,ssa_mt5,The percentage of currently employed women with age are employed at least one time after the survey.,0.0,,,,FR346-en-67,test,,en
14,mt5_xxl,"The percentage of currently married women who were employed in the 7 days before the survey is highest among those age 25-29, while the percentage among those age 45-49 is lowest.",1.0,0.0,,,FR346-en-67,test,,en
15,mt5_small,"However, the percentage of currently employed women who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey who were employed at the time of the survey.",0.0,,,,FR346-en-67,test,,en
16,reference,The percentage of currently married men who are employed increases from 85% among those age 20-24 to a peak of 92% among those age 30-34 and 35-39 before decreasing to 70% among those age 45-49,1.0,1.0,13.0,1.0,FR346-en-67,test,,en
9,mt5_small,"Currently, however, 19% of children under age 5 are underweight or too short for their age.",1.0,0.0,,,SR202-en-13,test,,en
10,mt5_xxl,"The proportion of children under age 5 who are underweight has increased since 2002, from 4% to 3%.",0.0,,,,SR202-en-13,test,,en
11,ssa_mt5,"The percentage of children under age 5 who are wasted (thin for their height), a decline from 8% in 2002 to 2% in 2012",1.0,0.0,,,SR202-en-13,test,,en
12,reference,"Only 3% of Jordanian children are underweight, or too thin for their age.",1.0,0.0,,,SR202-en-13,test,,en
14,reference,"In Zanzibar, 53% of the population in Unguja and 21% in Pemba are in the highest quintile, while less than 1% of the population in Unguja and 8% in Pemba are in the lowest wealth quintile.",1.0,1.0,8.0,1.0,MIS31-en-3,dev,,en
15,mt5_small,"Zanzibar, the highest wealth quintiles is highest in rural areas, from a low of 48% in urban areas to a high of 48% in rural areas.",0.0,,,,MIS31-en-3,dev,,en
16,mt5_xxl,The results show that the wealth distribution is higher in urban areas than in rural areas.,1.0,1.0,14.0,1.0,MIS31-en-3,dev,,en
17,ssa_mt5,The percentage of the population that has increased in the lowest wealth quintiles.,0.0,,,,MIS31-en-3,dev,,en
20,mt5_xxl,The lake endemic zone show the highest malaria prevalence (38 percent) and the coast endemic zone (4 percent).,0.0,,,,MIS7-en-8,test,,en
21,reference,"As shown in Figure 6.1, malaria is more than twice as prevalent in rural areas (12 per cent of children) as in urban areas (5 per cent).",1.0,1.0,4.0,1.0,MIS7-en-8,test,,en
22,ssa_mt5,"The prevalence of malaria prevalence is highest in rural areas, from a low of 4% in the 2010 KMIS to a low of 14% in the 2014 KMIS.",0.0,,,,MIS7-en-8,test,,en
23,mt5_small,.,0.0,,,,MIS7-en-8,test,,en
24,mt5_xxl,"Modern methods of family planning vary by province, from a low of 13% in Angola to a high of 23% in Luanda.",1.0,0.0,,,SR238-en-8,test,,en
25,reference,"Cuando Cubango has the lowest use of modern methods by married women (1%), and Luanda has the highest (30%).",1.0,0.0,,,SR238-en-8,test,,en
26,mt5_small,Current use of modern methods is highest in Lindi (52%) and lowest in Lindi (7%).,0.0,,,,SR238-en-8,test,,en
27,ssa_mt5,The use of modern methods of family planning is highest in Lindi (52%) and lowest in Kusini (5%),1.0,0.0,,,SR238-en-8,test,,en
24,mt5_xxl,"The population of Egypt has remained largely rural over the past fifteen years, fluctuating between 43 and 57 percent.",1.0,0.0,,,FR302-FR306-en-1,dev,,en
25,ssa_mt5,"The percentage of the population owning a higher fertility in the past 12 years is significantly increased from 71 percent in the 2004-05 to 42 percent in the 2011-12, with 71 percent in the 2015-16.",0.0,,,,FR302-FR306-en-1,dev,,en
26,reference,The distribution of the population by urban-rural residence has remained virtually unchanged since the mid-1990s.,1.0,1.0,8.0,1.0,FR302-FR306-en-1,dev,,en
27,mt5_small,"While there has been a higher wealth in the Egypt, the percentage of Egyptian population has increased from 42 percent in 1976 to 42 percent in 2012.",0.0,,,,FR302-FR306-en-1,dev,,en
10,ssa_mt5,The percentage of women with no education increased from 28% in 2011-2012 to 68% in 2017-2018.,1.0,0.0,,,SR261-en-2,dev,,en
11,mt5_small,"However, more than half of women and 22% of men have no education.",1.0,0.0,,,SR261-en-2,dev,,en
12,reference,Only 2% of women and 6% of men have more than secondary education.,1.0,1.0,5.0,1.0,SR261-en-2,dev,,en
13,mt5_xxl,"The majority of men (53% and 66%, respectively) have no education.",0.0,,,,SR261-en-2,dev,,en
11,ssa_mt5,The percentage of children age 12-23 months who received vaccinations increased from 79% in 1990 to 90% in 2012.,1.0,0.0,,,TR8-en-26,dev,,en
12,mt5_small,"According to the 2007, the proportion of children age 12-23 months who have received all vaccinations increased from 30.2% in 1990 to 5.5% in 2012.",0.0,,,,TR8-en-26,dev,,en
13,reference,Figure 26 indicates that vaccination rates of children aged 12-23 months for polio and DPT (three doses) remain in the 95-98% range.,1.0,1.0,12.0,1.0,TR8-en-26,dev,,en
14,mt5_xxl,The proportion of children age 12-23 months who received all vaccinations increased from 87% in 1990 to 98% in 2012.,1.0,0.0,,,TR8-en-26,dev,,en
20,mt5_small,"Overall, there is little difference in the percentage of women with age 15-19 than men with age 45-49.",1.0,0.0,,,SR78-en-1,dev,,en
21,ssa_mt5,"The percentage of women with age 5 has increased steadily since 2013, from 3% in the 2006 to 75% in the 2014-15.",1.0,0.0,,,SR78-en-1,dev,,en
22,reference,This proportion decreases to 1 percent for men age 15-19 and to 6 percent for women age 15-19.,1.0,0.0,,,SR78-en-1,dev,,en
23,mt5_xxl,"The results show that more than one-third of the households in Tanzania have more than five people, and more than one-third of the women in Tanzania have more than five children.",1.0,0.0,,,SR78-en-1,dev,,en
12,ssa_mt5,Fertility rates are highest in the lowest wealth quintile (2%) and lowest in the highest wealth quintile (7%).,1.0,0.0,,,SR15-en-7,dev,,en
13,mt5_xxl,"Overall, 63% of women want no more children.",1.0,1.0,2.0,0.0,SR15-en-7,dev,,en
14,mt5_small,"However, just 19% of women were married women with no education.",1.0,0.0,,,SR15-en-7,dev,,en
15,reference,Sixty-nine percent of currently married women do not want to have any more children or are sterilized.,1.0,0.0,,,SR15-en-7,dev,,en
16,mt5_xxl,"The first line ACT (ACT) is the most widely available antimalarial in Tanzania, provided by 90 percent of facilities.",1.0,0.0,,,SPA22-en-34,dev,,en
17,ssa_mt5,The percentage of injectable ceftriaxone (IRS) is a skilled provider for injectable ceftriaxone (IPTp) and a skilled provider for injectable ceftriaxone (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPTp) (IPT,0.0,,,,SPA22-en-34,dev,,en
18,mt5_small,"Overall, however, however, almost half of women had a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of women with a slight increase in the percentage of",0.0,,,,SPA22-en-34,dev,,en
19,reference,"On average, 90 percent of facilities that offer malaria diagnosis and/or treatment services had the firstline ACT (ALu or ASAQ) in stock on the day of the survey (Table 11.2 and Figure 11.2).",1.0,1.0,2.0,0.0,SPA22-en-34,dev,,en
9,ssa_mt5,The majority of households age 12-23 months had a waste of cigarette smoking from 16% in the 2009 to 14% in the 2014-15.,0.0,,,,SR220-en-17,dev,,en
