bcp_47_code	iso_639_3_code	english_name	endonym	estimated_number_of_speakers	writing_systems	locales	cldr_official_status	endangerment_status	is_macrolanguage	macrolanguage_bcp_47_code	individual_language_bcp_47_code	iso_639_2b_code	deprecated_bcp_47_code	glottocode	wikidata_id	wikidata_description
msm	msm	Agusan Manobo		80000	Latn	PH		Not endangered	False					agus1235	Q12953696	
msn	msn	Vurës		2000	Latn	VU		Definitely endangered	False					vure1239	Q3563857	
mso	mso	Mombum		250		ID		Definitely endangered	False					nucl1452	Q6897079	language in Indonesia
msp	msp	Maritsauá			Latn	BR		Extinct	False					mari1442	Q6765915	
msq	msq	Caac			Latn	NC		Definitely endangered	False					caac1237	Q2932212	Austronesian language spoken in New Caledonia
mss	mss	West Masela		1900		ID		Definitely endangered	False					west2535	Q12952816	
msu	msu	Musom		200	Latn	PG		Definitely endangered	False					muso1238	Q6943041	
msv	msv	Maslam			Latn	CM, TD		Definitely endangered	False					masl1241	Q3502273	
msw	msw	Mansoanka		18000	Latn	GW		Vulnerable	False					mans1259	Q35814	
msx	msx	Moresada		200	Latn	PG		Definitely endangered	False					more1258	Q11732475	
msy	msy	Aruamu		8000	Latn	PG		Definitely endangered	False					arua1260	Q3501809	Ramu language spoken in Papua New Guinea
msz	msz	Momare			Latn	PG		Definitely endangered	False					moma1243	Q6897030	
mt	mlt	Maltese	Malti	460000	Latn	MT	Official [MT]	Not endangered	False					malt1254	Q9166	Semitic language spoken mostly in Malta
mta	mta	Cotabato Manobo		30000	Latn	PH		Not endangered	False					cota1241	Q12953698	
mtb	mtb	Anyin Morofo	Agni	300000	Latn	CI		Not endangered	False					anyi1244	Q3502338	
mtc	mtc	Munit		910	Latn	PG		Not endangered	False					muni1257	Q11732482	
mtd	mtd	Mualang		40000	Latn	ID		Not endangered	False					mual1241	Q3073458	Ibanic Dayak language of Borneo
mte	mte	Mono			Latn	SB		Definitely endangered	False					mono1273	Q33503	language spoken in the Solomon Islands
mtf	mtf	Murik		1000	Latn	PG		Definitely endangered	False					muri1260	Q7050035	
mtg	mtg	Una		5600	Latn	ID		Not endangered	False					unaa1239	Q5580728	
mth	mth	Munggui		800	Latn	ID		Vulnerable	False					mung1269	Q6936018	language in Papua
mti	mti	Maiwa		1400	Latn	PG		Not endangered	False					maiw1251	Q6737223	Papuan language of New Guinea
mtj	mtj	Moskona		8000	Latn	ID		Not endangered	False					mosk1236	Q11288953	language in Papua
mtk	mtk	Mbe'		1500	Latn	CM		Vulnerable	False					mbee1250	Q10964025	
mtl	mtl	Montol		22000	Latn	NG		Not endangered	False					mont1280	Q3440457	
mtm	mtm	Mator			Cyrl	RU		Extinct	False				ymt	mato1250	Q20669419	
mtn	mtn	Matagalpa			Latn	NI		Extinct	False					mata1288	Q3490756	extinct Misumalpan language
mto	mto	Totontepec Mixe		5500	Latn	MX		Definitely endangered	False					toto1305	Q7828400	
mtp	mtp	Wichí Lhamtés Nocten		1900	Latn	AR, BO		Vulnerable	False					wich1262	Q5908756	
mtq	mtq	Muong	Thiểng Mường	1100000	Latn	VN		Not endangered	False					muon1246	Q3236789	Austroasiatic language spoken in Vietnam
mtr	mtr	Mewari	मेवाड़ी	1300000	Deva	IN		Not endangered	False	mwr				mewa1249	Q2992857	Indo-Aryan language of India
mts	mts	Yora			Latn	BO, PE		Not endangered	False					yora1241	Q3572572	
mtt	mtt	Mota		750	Latn	VU		Definitely endangered	False					mota1237	Q3325052	
mtu	mtu	Tututepec Mixtec		1000	Latn	MX		Vulnerable	False					tutu1243	Q7857069	
mtv	mtv	Asaro'O			Latn	PG		Not endangered	False					asar1240		
mtw	mtw	Southern Binukidnon		7600		PH		Not endangered	False					maga1264	Q6729600	
mtx	mtx	Tidaá Mixtec			Latn	MX		Vulnerable	False					tida1235	Q7800805	
mty	mty	Nabi		620	Latn	PG		Definitely endangered	False					nabi1239	Q6956858	
mua	mua	Mundang	Mundaŋ	240000	Latn	TD		Not endangered	False					mund1325	Q36032	
mub	mub	Mubi		35000	Latn	TD		Not endangered	False					mubi1246	Q3440518	
muc	muc	Ajumbu			Latn	CM		Definitely endangered	False					mbuu1238	Q35868	
mud	mud	Mednyj Aleut				RU		Extinct	False					medn1235	Q1977419	Extinct mixed language of Bering Island
mue	mue	Media Lengua		2600	Latn	EC		Vulnerable	False					medi1245	Q36066	language spoken in Ecuador
mug	mug	Musgu	Mulwi	160000	Latn	CM		Not endangered	False					musg1254	Q3123545	
muh	muh	Mündü		26000	Latn	SD		Not endangered	False					mund1326	Q35981	
mui	mui	Musi	Baso Palembang	3100000	Latn	ID		Not endangered	False	ms				musi1241	Q615660	indigenous language spoken by Musi people native to Musi regions in South Sumatra
muj	muj	Mabire		3	Latn	TD		Critically endangered	False					mabi1242	Q3440437	
muk	muk	Mugom				CN, IN, NP		Not endangered	False					mugo1238	Q6932210	sino-Tibetan language of western Nepal
mum	mum	Maiwala		2400	Latn	PG		Not endangered	False					maiw1249	Q12952764	
muo	muo	Nyong		30000	Latn	CM, NG		Not endangered	False					nyon1241	Q36373	
mup	mup	Malvi	मालवी	5400000	Deva	IN		Not endangered	False	raj				malv1243	Q33413	
muq	muq	Eastern Xiangxi Miao				CN		Not endangered	False	hmn				east2371	Q27431376	Hmongic language spoken by the Miao people in China
mur	mur	Murle		60000	Latn	SD		Vulnerable	False					murl1244	Q56727	
mus	mus	Creek	Mvskoke	4000	Latn	US		Severely endangered	False					cree1270	Q523014	Indigenous American language
mut	mut	Western Muria		400000	Deva	IN		Not endangered	False					west2408	Q12952886	
muu	muu	Yaaku		10	Latn	KE		Severely endangered	False					yaak1241	Q34222	endangered Afro-Asiatic language spoken in Kenya
muv	muv	Muthuvan		17000		IN		Not endangered	False					muth1236	Q3327420	
mux	mux	Bo-Ung		41000	Latn	PG		Not endangered	False					boun1245	Q15831607	
muy	muy	Muyang		30000	Latn	CM		Not endangered	False					muya1243	Q3502301	
muz	muz	Mursi		7400		ET		Definitely endangered	False					murs1242	Q36013	
mva	mva	Manam		8000	Latn	PG		Definitely endangered	False					mana1295	Q6746851	Kairiru–Manam language
mvb	mvb	Mattole			Latn	US		Extinct	False					matt1238	Q20824	extinct Athabaskan language
mvd	mvd	Mamboru		10000		ID		Definitely endangered	False					mamb1305	Q578815	language spoken in Indonesia
mve	mve	Marwari	مارواري	220000	Arab	PK		Not endangered	False	mwr				marw1256		
mvf	mvf	Peripheral Mongolian		3400000	Latn, Mong	CN		Vulnerable	False	mn				peri1253	Q3320659	
mvg	mvg	Yucuañe Mixtec			Latn	MX		Vulnerable	False					yucu1250	Q25562736	
mvh	mvh	Mulgi		5000	Latn	TD		Not endangered	False					mire1238	Q3441359	
mvi	mvi	Miyako			Jpan	JP		Severely endangered	False					miya1259	Q36218	
mvk	mvk	Mekmek		1400	Latn	PG		Definitely endangered	False					mekm1240	Q6810592	
mvl	mvl	Mbara			Latn	AU		Extinct	False					mbar1254	Q6799620	
mvn	mvn	Minaveha		2300	Latn	PG		Not endangered	False					mina1269	Q6863278	
mvo	mvo	Marovo		8100	Latn	SB		Not endangered	False					maro1244	Q3294683	Solomon Islands
mvp	mvp	Duri	Masenrempulu	130000	Latn	ID		Vulnerable	False					duri1242	Q3915414	Austronesian language
mvq	mvq	Moere		50	Latn	PG		Severely endangered	False					moer1240	Q11732458	
mvr	mvr	Marau		1700	Latn	ID		Vulnerable	False					mara1397	Q6755069	language in Papua
mvs	mvs	Massep		25		ID		Severely endangered	False					mass1263	Q3502895	language in Papua
mvt	mvt	Mpotovoro		430	Latn	VU		Definitely endangered	False					mpot1241	Q6928305	
mvu	mvu	Marfa		5000	Latn	TD		Not endangered	False					marf1238	Q713633	
mvv	mvv	Tagal Murut			Latn	ID, MY		Vulnerable	False					taga1273	Q7675300	Austronesian language spoken in Borneo
mvw	mvw	Machinga		1400000	Latn	TZ		Not endangered	False					mach1265	Q12952754	
mvx	mvx	Meoswar		250	Latn	ID		Definitely endangered	False					meos1237	Q6817777	language in Papua
mvy	mvy	Indus Kohistani	کوہستانی ایندوس	330000	Arab	PK		Vulnerable	False					indu1241	Q33399	Dardic language spoken in Kohistan District, Pakistan
mvz	mvz	Mesqan		200000		ET		Not endangered	False					mesq1240	Q6821677	Gurage language of Ethiopia
mwa	mwa	Mwatebu		120	Latn	PG		Definitely endangered	False					mwat1237	Q14916896	
mwb	mwb	Juwal		700	Latn	PG		Definitely endangered	False					juwa1238	Q6319103	
mwc	mwc	Are		1200	Latn	PG		Not endangered	False					aree1239	Q29277	Austronesian language of the eastern Papua New Guinean mainland
mwe	mwe	Mwera	Cimwera	470000	Latn	TZ		Not endangered	False					mwer1248	Q6944725	
mwf	mwf	Murrinh-Patha		2000	Latn	AU		Definitely endangered	False					murr1258	Q2980398	
mwg	mwg	Aiklep		11000	Latn	PG		Not endangered	False					aikl1237	Q3399652	
mwh	mwh	Mouk-Aria			Latn	PG		Not endangered	False					mouk1239	Q3325498	
mwi	mwi	Labo		1100	Latn	VU		Definitely endangered	False					labo1244	Q2157452	
mwk	mwk	Kita Maninkakan		980000	Latn	ML		Not endangered	False	man				kita1249		
mwl	mwl	Mirandese	mirandés	15000	Latn	PT		Vulnerable	False					mira1251	Q13330	Romance language belonging to the Astur-Leonese linguistic group, sparsely spoken in a small area of northeastern Portugal
mwm	mwm	Sar	Madjingay		Latn	TD		Not endangered	False					sarr1246	Q56850	
mwn	mwn	Nyamwanga	Nyamwanga	230000	Latn	ZM		Not endangered	False					nyam1275	Q6944666	
mwo	mwo	Central Maewo		1400	Latn	VU		Vulnerable	False					cent2058	Q3276435	
mwp	mwp	Kala Lagaw Ya		960	Latn	AU		Definitely endangered	False					kala1377	Q2591262	
mwq	mwq	Mün Chin		15000	Latn	MM		Not endangered	False					munc1235	Q331340	
mwr	mwr	Marwari	मारवाड़ी		Deva	IN			True		dhd, mtr, mve, rwr, swv, wry					
mws	mws	Mwimbi-Muthambi			Latn	KE		Not endangered	False					mwim1241	Q15632357	
mwt	mwt	Moken		4000		MM, TH		Definitely endangered	False					moke1242	Q18648701	
mwu	mwu	Mittu			Latn	SD		Extinct	False					mitt1253	Q6883573	
mwv	mwv	Mentawai	bahasa Mentawai	64000	Latn	ID		Not endangered	False					ment1249	Q13365	Austronesian language, spoken by the Mentawai-people of the Mentawai Islands, West Sumatra
mww	mww	Hmong Daw	us Hmoob	3400000	Hmng, Laoo, Latn	CN, LA		Not endangered	False	hmn				hmon1333	Q3138829	
mwz	mwz	Moingi		4200	Latn	CD		Vulnerable	False					moin1241	Q11011905	
mxa	mxa	Northwest Oaxaca Mixtec		150000	Latn	MX		Vulnerable	False					nort2986	Q12953739	
mxb	mxb	Tezoatlán Mixtec		150000	Latn	MX		Definitely endangered	False					tezo1238	Q3317286	
mxc	mxc	Manyika	Chimanyika	950000	Latn	ZW		Not endangered	False					many1258	Q33599	Shona language/dialect
mxd	mxd	Modang		15000	Latn	ID		Not endangered	False					moda1244	Q6888037	language in Indonesia
mxe	mxe	Mele-Fila		3500	Latn	VU		Not endangered	False					mele1250	Q3305008	Polynesian language
mxf	mxf	Malgbe			Latn	CM, TD		Vulnerable	False					malg1250	Q3502224	
mxg	mxg	Mbangala	Mbangala	400000	Latn	AO		Not endangered	False					mban1264	Q6799612	Bantu language spoken in Angola
mxh	mxh	Mvuba			Latn	CD, UG		Vulnerable	False					mvub1239	Q6944591	
mxj	mxj	Miju-Mishmi			Deva, Latn	IN		Definitely endangered	False					miju1243	Q56332	Sino-Tibetan language spoken in India and China
mxk	mxk	Monumbo		410	Latn	PG		Definitely endangered	False					nucl1458	Q6906792	
mxl	mxl	Maxi Gbe		340000	Latn	BJ		Not endangered	False					maxi1236	Q35770	
mxm	mxm	Meramera		2000	Latn	PG		Not endangered	False					mera1242	Q6817936	Austronesian language
mxn	mxn	Moi		4600	Latn	ID		Vulnerable	False					moii1235	Q11732459	language in Papua
mxo	mxo	Mbowe		460	Latn	ZM		Definitely endangered	False					mbow1246	Q10962309	
mxp	mxp	Tlahuitoltepec Mixe		17000	Latn	MX		Definitely endangered	False					tlah1239	Q7810697	language spoken in Mexico
mxq	mxq	Juquila Mixe		29000	Latn	MX		Vulnerable	False					juqu1238	Q25559721	
mxr	mxr	Murik			Latn	MY		Definitely endangered	False					muri1259	Q3328150	
mxs	mxs	Huitepec Mixtec		13000	Latn	MX		Vulnerable	False					huit1252	Q12953729	
mxt	mxt	Jamiltepec Mixtec		20000	Latn	MX		Vulnerable	False					jami1235	Q12953730	
mxu	mxu	Mada		17000	Latn	CM		Not endangered	False					mada1293	Q3441206	
mxv	mxv	Metlatónoc Mixtec		1800	Latn	MX		Vulnerable	False					metl1238	Q53482453	
mxw	mxw	Namo		370	Latn	PG		Definitely endangered	False					namo1246	Q12952923	
mxx	mxx	Mahou	Mawukakan	300000	Latn, Nkoo	CI, ML		Not endangered	False					maho1249	Q11004334	
mxy	mxy	Southeastern Nochixtlán Mixtec		4200	Latn	MX		Vulnerable	False					sout3002	Q7070684	
mxz	mxz	Central Masela		1900		ID		Severely endangered	False					cent2072	Q42575433	
my	mya	Myanmar (Burmese)	မြန်မာ	36000000	Mymr	MM	Official [MM]		False			bur		nucl1310	Q9228	Sino-Tibetan language of Myanmar
myb	myb	Mbay		90000	Latn	TD		Not endangered	False					mbay1241	Q3033565	
myc	myc	Mayeka		25000	Latn	CD		Severely endangered	False					maye1238	Q11129517	
mye	mye	Myene		20000	Latn	GA		Not endangered	False					myen1241	Q35832	
myf	myf	Bambassi				ET		Definitely endangered	False					bamb1262	Q56540	
myg	myg	Manta		5300	Latn	CM		Vulnerable	False					mant1267	Q35799	
myh	myh	Makah			Latn	US		Extinct	False					maka1318	Q3280640	
myj	myj	Mangayat		400		SD		Definitely endangered	False					mang1387	Q35988	language from South Sudan
myk	myk	Mamara Senoufo	Mamara	740000	Latn	ML		Not endangered	False					mama1271	Q36187	
myl	myl	Moma		5500	Latn	ID		Not endangered	False					moma1242		
mym	mym	Me'En	Mɛʼɛn	150000	Latn	ET		Definitely endangered	False					meen1242	Q3408516	
myo	myo	Anfillo		500		ET		Definitely endangered	False					anfi1235	Q34928	
myp	myp	Pirahã			Latn	BR		Vulnerable	False					pira1253	Q33825	
myr	myr	Muniche			Latn	PE		Critically endangered	False					muni1258	Q3915654	extinct language
mys	mys	Mesmes				ET		Extinct	False					mesm1243	Q3508617	extinct Gurage language of Ethiopia
myu	myu	Mundurukú		7500	Latn	BR		Definitely endangered	False					mund1330	Q746723	
myv	myv	Erzya	Эрзянь	440000	Cyrl	RU	Regional official [RU]	Definitely endangered	False					erzy1239	Q29952	Uralic language spoken in Russia
myw	myw	Muyuw		6000	Latn	PG		Not endangered	False					muyu1244	Q3502878	
myx	myx	Masaaba	Lumasaba	1300000	Latn	UG		Not endangered	False					masa1299	Q12952814	
myy	myy	Macuna		1200	Latn	CO		Definitely endangered	False					macu1260	Q3275059	Tucanoan language of Colombia and Brazil
mza	mza	Santa María Zacatepec Mixtec		1500	Latn	MX		Vulnerable	False					sant1436	Q8063756	
mzb	mzb	Tumzabt		150000	Arab, Latn, Tfng	DZ		Vulnerable	False					tumz1238	Q36149	
mzd	mzd	Malimba		2200	Latn	CM		Vulnerable	False					mali1280	Q35806	Bantu language of Cameroon
mze	mze	Morawa		1100	Latn	PG		Not endangered	False					mora1273	Q6909384	
mzh	mzh	Wichí Lhamtés Güisnay		15000	Latn	AR		Vulnerable	False					wich1264	Q7998197	
mzi	mzi	Ixcatlán Mazatec		8600	Latn	MX		Vulnerable	False					ixca1246	Q6101049	
mzj	mzj	Manya		120000	Latn	LR, ML		Not endangered	False					many1261	Q11006832	
mzk	mzk	Nigeria Mambila		130000	Latn	NG		Not endangered	False					nige1255	Q11004163	
mzl	mzl	Mazatlán Mixe		45000	Latn	MX		Vulnerable	False					maza1292	Q25559728	
mzm	mzm	Mumuye	Mumuye	400000	Latn	NG		Not endangered	False					nucl1240	Q36021	Language: Nigeria
mzn	mzn	Mazanderani	مازندرانی	4200000	Arab	IR		Not endangered	False					maza1291	Q13356	Northwestern Iranian language spoken mainly in Iran's Mazandaran, Gilan and Golestan provinces
mzo	mzo	Matipuhy			Latn	BR		Extinct	False					mati1253	Q6787588	
mzp	mzp	Movima		1000	Latn	BO		Definitely endangered	False					movi1243	Q1659701	indigenous language in Bolivia
mzq	mzq	Mori Atas		12000	Latn	ID		Vulnerable	False					mori1269	Q3324070	
mzr	mzr	Marúbo		1300	Latn	BR		Definitely endangered	False					maru1252	Q3296011	
mzs	mzs	Macanese		50	Latn	CN		Critically endangered	False					maca1262	Q35785	Portuguese-based creole spoken originally in Macau
mzt	mzt	Mintil		400		MY		Severely endangered	False					mint1239	Q6869641	
mzu	mzu	Inapang			Latn	PG		Definitely endangered	False					inap1241	Q6013569	
mzv	mzv	Manza	Mānzā	220000	Latn	CF		Not endangered	False					manz1243	Q36038	
mzw	mzw	Deg		28000	Latn	GH		Vulnerable	False					degg1238	Q35183	Gur language of Ghana
mzx	mzx	Mawayana		2	Latn	GY		Critically endangered	False					mawa1271	Q6794377	
mzz	mzz	Maiadomu		900	Latn	PG		Not endangered	False					maia1251	Q6735234	
na	nau	Nauru	Dorerin Naoero	6900	Latn	NR	Official [NR]	Definitely endangered	False					naur1243	Q13307	Austronesian language spoken in Nauru
naa	naa	Namla		30	Latn	ID		Severely endangered	False					naml1240	Q3508760	language in Indonesia
nab	nab	Southern Nambikuára		720	Latn	BR		Definitely endangered	False					sout2994	Q2068190	
nac	nac	Narak		6200	Latn	PG		Not endangered	False					nara1264	Q6965295	Papuan language spoken in Papua New Guinea
nae	nae	Naka'Ela			Latn	ID		Extinct	False					naka1263	Q6960073	extinct language in Seram Island, Indonesia
naf	naf	Nabak		16000	Latn	PG		Not endangered	False					naba1256	Q11732491	
nag	nag	Naga Pidgin		30000	Latn	IN		Not endangered	False					naga1394	Q3503454	Assamese-based creole language used in Nagaland
naj	naj	Nalu			Latn	GN, GW		Vulnerable	False					nalu1240	Q36026	
nak	nak	Nakanai		13000	Latn	PG		Not endangered	False					naka1262	Q6528669	language of the indigenous people of West New Britain Province of Papua New Guinea
nal	nal	Nalik		5100	Latn	PG		Not endangered	False					nali1244	Q3335387	
nam	nam	Ngan'Gityemerri			Latn	AU		Definitely endangered	False					nang1259	Q3298041	
nan	nan	Min Nan Chinese	Min Nan	42000000	Hans, Hant, Latn	CN, TW		Not endangered	False	zh				minn1241	Q36495	branch of the Min Chinese language
nao	nao	Naaba		770		NP		Not endangered	False					naab1241	Q11883865	
nap	nap	Neapolitan	napulitano	610000	Latn	IT		Vulnerable	False					neap1235	Q33845	Italo-Dalmatian language spoken in southern Italy
naq	naq	Khoekhoe	Namagowab	290000	Latn	NA		Vulnerable	False					nama1264	Q13301	Khoe language spoken in southern Africa
nar	nar	Iguta		10000	Latn	NG		Not endangered	False					igut1238	Q5621686	
nas	nas	Naasioi		20000	Latn	PG		Not endangered	False					naas1242	Q56772	
nat	nat	Ca̱Hungwa̱Rya̱			Latn	NG		Definitely endangered	False					hung1276	Q3914395	
naw	naw	Nawuri		14000	Latn	GH		Not endangered	False					nawu1242	Q35906	Guang language of Ghana
nax	nax	Nakwi		280	Latn	PG		Definitely endangered	False					nakw1240	Q3504178	
nay	nay	Ngarrindjeri		310	Latn	AU			False					narr1259	Q7022091	
naz	naz	Coatepec Nahuatl		1400	Latn	MX		Definitely endangered	False					coat1240	Q5138605	
nb	nob	Norwegian Bokmål	bokmål	10501500	Latn	BV, NO, SJ	Official [NO], Official [SJ]		False	no				norw1259	Q25167	one of two official written standards for the Norwegian language
nba	nba	Nyemba	Ngangela	230000	Latn	AO		Not endangered	False					nyem1238	Q3346655	Bantu language of Angola
nbb	nbb	Ndoe		7300	Latn	NG		Vulnerable	False					ndoe1238	Q36134	
nbc	nbc	Chang Naga		62000	Latn	IN		Vulnerable	False					chan1313	Q5071694	
nbd	nbd	Ngbinda		25000	Latn	CD		Critically endangered	False					ngbi1238	Q11132859	
nbe	nbe	Konyak Naga		250000	Latn	IN		Vulnerable	False					kony1248	Q6430448	
nbg	nbg	Nagarchal				IN		Extinct	False					naga1399	Q13299	Dravidian language spoken in India
nbh	nbh	Ngamo		60000	Latn	NG		Vulnerable	False					ngam1282	Q3438705	
nbi	nbi	Mao Naga		240000	Latn	IN		Vulnerable	False					maon1238	Q12952905	
nbj	nbj	Ngarinyman			Latn	AU		Definitely endangered	False					ngar1235	Q10600380	
nbk	nbk	Nake		170	Latn	PG		Definitely endangered	False					nake1240	Q11732496	
nbm	nbm	Ngbaka Ma'Bo		200000	Latn	CF		Not endangered	False					ngba1284	Q3915331	
nbn	nbn	Kuri		500	Latn	ID		Definitely endangered	False					kuri1260	Q3200540	Austronesian language
nbo	nbo	Nkukoli		10000	Latn	NG		Vulnerable	False					nkuk1238	Q3914482	
nbp	nbp	Nnam		3000	Latn	NG		Not endangered	False					nnam1238	Q36138	
nbq	nbq	Nggem		4400	Latn	ID		Not endangered	False					ngge1241	Q12952956	language in Indonesia
nbr	nbr	Numana		50000	Latn	NG		Not endangered	False				nns	numa1252	Q5529310	
nbt	nbt	Na			Deva, Latn	IN		Definitely endangered	False					naaa1245	Q12952895	Sino-Tibetan language of Arunachal Pradesh, India
nbu	nbu	Rongmei Naga			Latn	IN		Vulnerable	False					rong1266	Q12952912	
nbv	nbv	Ngamambo			Latn	CM		Vulnerable	False					ngam1267	Q11129694	Grassfields Bantu language of Cameroon
