abandoned	ꯊꯥꯗꯣꯛꯄ
results	ꯃꯍꯩꯁꯤꯡ
result	ꯃꯍꯩ
resume	ꯃꯈꯥ ꯆꯠꯊꯕ
retail	ꯌꯣꯟꯕ
retain	ꯈꯥꯛꯇꯨꯟ ꯊꯝꯕ
retention	ꯉꯥꯈꯇꯨꯅ ꯊꯝꯕ
retired	ꯄꯣꯊꯥꯔꯕ
retreat	ꯍꯟꯗꯣꯛꯄ
retrieve	ꯂꯧꯊꯣꯛꯄ
return	ꯍꯜꯂꯛꯄ
revealed	ꯐꯣꯡꯗꯣꯛꯄ
reveal	ꯇꯥꯛꯊꯣꯛꯄ
revenge	ꯂꯃꯟ ꯈꯨꯝꯕ
revenue	ꯁꯦꯜ
reverse	ꯍꯟꯗꯣꯛꯄ
review	ꯍꯪꯒꯠꯅ ꯌꯦꯡꯕ
revise	ꯁꯦꯝꯗꯣꯠꯄ
revision	ꯍꯪꯒꯠꯅ ꯌꯦꯡꯈꯠꯄ
revolution	ꯏꯍꯧ ꯍꯧꯕ
reward	ꯃꯅꯥ
re	ꯑꯃꯨꯛ ꯍꯟꯅ
rhythm	ꯇꯥꯟꯊ
rib	ꯌꯥꯡꯂꯦꯟ ꯁꯔꯨ
rice	ꯆꯦꯡ
rich	ꯏꯅꯥꯛ ꯈꯨꯟꯕ
ride	ꯊꯣꯕ
ridiculous	ꯖꯨꯒꯣꯠ ꯆꯥꯗꯕ
rid	ꯅꯥꯟꯊꯣꯛꯄ
right now	ꯍꯧꯖꯤꯛꯃꯛ
right	ꯆꯨꯝꯃꯤ
rigid	ꯑꯔꯤꯡꯕ
ring	ꯈꯨꯗꯣꯄ
rinse	ꯇꯦꯡꯊꯣꯛꯄ
riot	ꯑꯁꯥꯎꯕꯒ ꯂꯣꯏꯟꯅ ꯏꯍꯧ ꯍꯧꯕ
ripe	ꯑꯃꯨꯟꯕ
rip	ꯁꯦꯒꯥꯏꯕ
rise	ꯍꯧꯒꯠꯄ
risk	ꯁꯤꯡꯅꯕ
rival	ꯌꯦꯛꯅꯕ
river	ꯇꯨꯔꯦꯜ
road	ꯁꯣꯔꯣꯛ
roast	ꯂꯧꯕ
robust	ꯑꯆꯧꯕ
rock	ꯅꯨꯡ
rod	ꯌꯣꯊ ꯑꯁꯥꯡꯕ
role	ꯊꯧꯗꯥꯡ
roll	ꯑꯣꯟꯕ
roof	ꯌꯨꯝꯊꯛ
room	ꯀꯥ
root	ꯝꯔꯥ
rope	ꯊꯣꯔꯤ
rotten	ꯑꯄꯠꯄ
roughly	ꯆꯥꯎꯔꯥꯛꯅ
rough	ꯀꯟꯕ
round	ꯀꯣꯏꯗꯥꯅꯕ
route	ꯂꯝꯕꯤ
routine	ꯆꯥꯡ ꯅꯥꯏꯅ ꯄꯥꯡꯊꯣꯛꯄ ꯊꯕꯛ ꯄꯔꯤꯡ
row	ꯄꯔꯤꯡ
rubber	ꯔꯕꯕꯔ
rubbish	ꯀꯥꯟꯅꯗꯕ
rub	ꯇꯛꯅꯕ
rude	ꯇꯥꯊꯤ ꯇꯥꯑꯣꯏꯅ ꯇꯧꯕ
rug	ꯐꯤꯗꯥ
ruin	ꯃꯥꯡꯕ
ruler	ꯂꯩꯉꯥꯛꯄ ꯃꯤꯑꯣꯏ
rules	ꯀꯥꯡꯂꯣꯟ
rule	ꯀꯥꯡꯂꯣꯟ
running	ꯆꯦꯜꯂꯤꯕ
run	ꯆꯦꯟꯕ
rural	ꯈꯨꯡꯒꯪ
rush	ꯊꯨꯖꯤꯟꯕ
sack	ꯕꯣꯔꯥ ꯈꯥꯎ
sacred	ꯑꯁꯦꯡꯕ
sacrifice	ꯀꯠꯊꯣꯛꯄ
safe flight	ꯇꯦꯛꯇ ꯀꯥꯏꯗꯅ ꯄꯥꯏꯕꯤꯌꯨ
safety	ꯇꯦꯛꯇ ꯀꯥꯏꯗꯟꯕ
safe	ꯇꯦꯛꯇ ꯀꯥꯏꯗꯕ
sage	ꯂꯥꯏꯅꯤꯡꯕ
said	ꯍꯥꯏꯈꯤꯕ
sailing	ꯍꯤ ꯍꯣꯟꯕ
sail	ꯍꯤ ꯑꯆꯧꯕ ꯍꯣꯟꯕ
sake	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃꯒꯤꯗꯃꯛꯇ
salary	ꯇꯣꯂꯣꯞ
sale	ꯌꯣꯟꯕ
salmon	ꯁꯥꯜꯃꯟ ꯉꯥ
salt	ꯊꯨꯝ
Same here	ꯁꯤꯗꯁꯨ ꯆꯞ ꯃꯥꯟꯅꯩ
same	ꯃꯥꯟꯅꯕ
sand	ꯂꯩꯉꯣꯏ
Sanskrit	ꯁꯪꯁꯀ꯭ꯔꯤꯠ
sarcastic	ꯀꯔꯦꯝꯅꯕ
sassy	ꯅꯨꯡꯉꯥꯏꯊꯣꯛꯄ ꯍꯩꯕ
satisfaction	ꯑꯄꯦꯟꯕ ꯐꯥꯎꯕ
satisfied	ꯄꯦꯟꯕ
satisfying	ꯌꯥꯝꯅ ꯄꯦꯟꯕ
satisfy	ꯄꯦꯜꯍꯟꯕ
Saturday	ꯊꯥꯡꯖ
sat	ꯐꯝꯕ
savage	ꯂꯨꯖꯗꯕ
save	ꯀꯟꯕ
saw	ꯎꯕ
say	ꯍꯥꯏꯕ
scale	ꯆꯥꯎꯕꯒꯤ ꯆꯥꯡ
scam	ꯃꯤꯅꯝꯕ
scarce	ꯌꯥꯝꯗꯕ
scared	ꯑꯀꯤꯕ ꯄꯣꯛꯄ
scarf	ꯔꯨꯃꯥꯜ ꯑꯆꯧꯕ
scary	ꯀꯤꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ
scar	ꯗꯥꯛ
scattered	ꯆꯥꯏꯊꯣꯛꯄ
scenery	ꯁꯛꯇꯝ
scene	ꯁꯛꯇꯝ
scent	ꯃꯅꯝ
schedule	ꯂꯦꯞꯈꯤꯕ ꯃꯇꯝ
school	ꯃꯍꯩ ꯇꯝꯐꯝꯁꯪ
science	ꯁꯥꯏꯅ꯭ꯁ
scientists	ꯕꯤꯒ꯭ꯌꯥꯅꯤꯛꯁꯤꯡ
scientist	ꯕꯤꯒ꯭ꯌꯥꯅꯤꯛ
scissors	ꯀꯥꯇꯤ
scold	ꯆꯩꯕ
scope	ꯑꯀꯈꯅꯕꯒꯤꯡꯆꯥꯉ
score	ꯑꯐꯪꯕ ꯄꯣꯏꯟ ꯃꯁꯤꯡ
scrap	ꯌꯣꯠꯇꯦꯛ ꯊꯥꯡꯇꯦꯛ
scratch	ꯈꯣꯠꯄ
scream	ꯂꯥꯎꯕ
screen	ꯐꯤꯖꯪ
screw	ꯃꯔꯩ ꯌꯥꯎꯕ ꯌꯣꯄꯤ
script	ꯃꯌꯦꯛ
seal	ꯃꯥꯔꯀꯥ
search	ꯊꯤꯕ
season	ꯀꯨꯝ
seat	ꯐꯝꯐꯝ
sea	ꯁꯃꯨꯗ꯭ꯔ
second	ꯑꯅꯤꯁꯨꯕ
secret	ꯑꯔꯣꯟ ꯑꯊꯨꯞ
section	ꯀꯥꯈꯜ
secure	ꯆꯦꯛꯁꯤꯟꯕ
security	ꯉꯥꯛ ꯁꯦꯟꯕ
seed	ꯝꯔꯨ
seek	ꯊꯤꯕ
seems	ꯃꯥꯟꯕ
seem	ꯃꯥꯟꯕ
seen	ꯎꯈ꯭ꯔꯦ
see you later	ꯀꯣꯟꯅ ꯊꯦꯡꯅꯔꯁꯤ
see you soon	ꯌꯥꯝꯅ ꯊꯨꯅ ꯎꯅꯅꯁꯤ
see you tomorrow	ꯍꯌꯦꯡ ꯎꯅꯅꯔꯁꯤ
see you	ꯑꯃꯨꯛ ꯎꯅꯅꯁꯤ
see	ꯎꯕ
seize	ꯐꯥꯖꯤꯟꯕ
seizure	ꯁꯥꯔꯩ ꯍꯧꯕ
seldom	ꯃꯔꯛ ꯃꯔꯛꯇ
select	ꯈꯟꯕ
self healing	ꯃꯁꯥ ꯃꯊꯟꯇꯅ ꯑꯣꯏꯁꯤꯟꯖꯕ
selfish	ꯃꯁꯥꯍꯤꯇ ꯈꯟꯕ
self	ꯝꯁꯥꯒꯤ
sell	ꯌꯣꯟꯕ
send me your picture	ꯑꯗꯣꯝꯒꯤ ꯐꯣꯇꯣ ꯊꯥꯔꯛꯎ
send	ꯊꯥꯕ
senior	ꯑꯍꯜ ꯑꯣꯏꯔꯕ
sense	ꯐꯥꯎꯕ
sensible	ꯀꯥꯟꯅꯕ ꯐꯪꯕ ꯌꯥꯕ
sensitive	ꯑꯇꯣꯞꯄꯒꯤ ꯑꯄꯥꯝꯕ ꯈꯪꯕ
sentences	ꯋꯥꯍꯩ ꯄꯔꯦꯡꯁꯤꯡ
sentence	ꯋꯥꯍꯩ ꯄꯔꯦꯡ
sent	ꯊꯥꯈꯤꯕ
separate	ꯇꯣꯉꯥꯟꯕ
Sepedi	ꯁꯦꯄꯦꯗꯤ
september	ꯁꯦꯞꯇꯦꯝꯕꯔ
sequence	ꯃꯊꯪ ꯃꯅꯥꯎ
series	ꯄꯔꯤꯡ
seriously	ꯑꯁꯦꯡꯕꯅꯤ
serious	ꯑꯔꯨꯕ
serve	ꯁꯦꯕꯥ ꯇꯧꯕ
service	ꯁꯦꯕꯥ
session	ꯊꯧꯔꯝ
setting	ꯃꯑꯣꯉ ꯁꯦꯡꯅꯕ
settle	ꯌꯥꯁꯤꯟꯅꯕ
set up	ꯁꯦꯝꯒꯡꯄ
set	ꯆꯕꯨꯜ ꯑꯃ
seventeen	ꯇꯔꯥꯇꯔꯦꯠ
seventy	ꯍꯨꯝꯐꯨꯇꯔꯥ
seven	ꯇꯔꯦꯠ
several	ꯀꯌꯥꯃꯔꯨꯝ
severe	ꯁꯥꯊꯤꯕ
sew	ꯇꯥꯏꯁꯤꯟꯕ
shade	ꯃꯔꯨꯝ
shadow	ꯝꯃꯤ
shake	ꯅꯤꯛꯄ
shallow	ꯊꯦꯟꯕ
shame	ꯏꯀꯥꯏꯕ
shape	ꯃꯑꯣꯡ ꯃꯇꯧ
share	ꯂꯥꯟꯅꯕ
sharp	ꯃꯌꯥ ꯊꯣꯕ
shed	ꯃꯔꯨꯝ
sheep	ꯌꯥꯎ
sheet	ꯃꯣꯝꯄꯥꯛ ꯐꯤꯗꯛ
she has	ꯃꯍꯥꯛꯅ
she is	ꯃꯍꯥꯛ ꯑꯁꯤ
shelf	ꯀꯥꯈꯜ
shell	ꯝꯀꯨ
shelter	ꯂꯩꯐꯝ
she	ꯃꯍꯥꯛ
shield	ꯉꯥꯛꯊꯣꯛꯄ
shift	ꯍꯣꯛꯕ
shine	ꯃꯉꯥꯜ
shipping	ꯄꯣꯠ ꯊꯥꯗꯣꯛ ꯊꯥꯖꯤꯟ ꯇꯧꯕ
ship	ꯖꯍꯥꯖ
shirt	ꯐꯨꯔꯤꯠ
shoes	ꯈꯣꯡꯎꯞꯁꯤꯡ
shoot	ꯀꯥꯞꯄ
shopping	ꯄꯣꯠ ꯂꯩꯕ
shop	ꯗꯨꯀꯥꯟ
shore	ꯇꯨꯔꯦꯜ ꯃꯄꯥꯜ
shortage	ꯑꯋꯥꯠꯄ ꯂꯩꯕ
short	ꯇꯦꯟꯕ
shot	ꯀꯥꯞꯄ
shoulder	ꯂꯦꯡꯖꯨꯝ
shout	ꯂꯥꯎꯕ
shower	ꯍꯩꯊꯕ
show me	ꯑꯩꯉꯣꯟꯗ ꯎꯠꯂꯨ
show	ꯎꯠꯄ
shrimp	ꯈꯖꯤꯡ
shrink	ꯄꯤꯛꯁꯤꯟꯕ
shut up	ꯇꯨꯃꯤꯟꯅ ꯂꯩꯌꯨ
shut	ꯊꯤꯡꯖꯤꯟꯕ
shy	ꯏꯀꯥꯏꯕ
siblings	ꯃꯆꯤꯜ ꯃꯅꯥꯎ
sibling	ꯃꯆꯤꯜ ꯃꯅꯥꯎ
sick	ꯅꯥꯕ
side	ꯅꯥꯀꯜ
sightseeing	ꯂꯝ ꯌꯦꯡꯕ
sight	ꯎꯕ
sigh	ꯅꯤꯡꯁ ꯁ꯭ꯋꯔ ꯁꯥꯡꯅ ꯍꯣꯟꯗꯣꯛꯄ
signature	ꯈꯨꯠꯌꯦꯛ
significant	ꯃꯁꯛ ꯊꯣꯛꯄ
sign	ꯈꯨꯠꯌꯦꯛ ꯄꯤꯕ
silence	ꯇꯨꯃꯤꯟꯅ ꯂꯩꯌꯨ
silent	ꯇꯨꯃꯤꯟꯅ ꯂꯩꯕ
silk	ꯃꯨꯒꯥ
silly	ꯀꯔꯤꯁꯨ ꯅꯠꯇꯕ
silver	ꯂꯨꯄꯥ
similar	ꯃꯥꯟꯅꯕ
simple	ꯑꯆꯝꯕ
simp	ꯑꯄꯪꯕ ꯃꯤꯡꯣꯏ
simultaneously	ꯊꯪꯅ ꯊꯪꯟꯅ
sincerely	ꯄꯨꯛꯆꯦꯜ ꯁꯦꯡꯅ
sincere	ꯄꯨꯛꯆꯦꯜ ꯁꯦꯡꯕ
since	ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅ
singer	ꯁꯩꯁꯛꯄ
single	ꯑꯃꯈꯛ ꯑꯣꯏꯕ
sing	ꯏꯁꯩ ꯁꯛꯄ
sink	ꯂꯨꯞꯄ
Sir	ꯁꯔ
sister in law	ꯏꯇꯩꯃ
sister	ꯏꯆꯦ
site	ꯃꯐꯝ
situation	ꯇꯥꯟꯖꯥ
sit	ꯐꯝꯃꯨ
sixteen	ꯇꯔꯥꯇꯔꯨꯛ
sixty	ꯍꯨꯝꯐꯨ
six	ꯇꯔꯨꯛ
size	ꯆꯥꯎꯕꯒꯤ ꯆꯥꯡ
skills	ꯍꯩ ꯁꯤꯡꯕ
skill	ꯃꯍꯩ ꯃꯁꯤꯡ
skinny	ꯝꯁꯥ ꯄꯥꯕ
skin	ꯎꯅꯁꯥ
skip	ꯀꯥꯟꯕ
skirt	ꯃꯦꯗꯤ
sky	ꯑꯇꯤꯌꯥ
slave	ꯃꯤꯅꯥꯏ
sleeping	ꯇꯨꯝꯂꯤꯕ
sleepy	ꯇꯨꯝꯟꯤꯡꯕ
sleep	ꯇꯨꯝꯕ
sleeve	ꯈꯨꯗꯥꯡ
slice	ꯃꯆꯦꯠ
slide	ꯅꯥꯟꯊꯕ
slightly	ꯈꯔ
slim	ꯌꯥꯡ ꯀꯪꯕ
slip	ꯅꯥꯟꯊꯣꯛꯄ
slope	ꯑꯉꯝꯕ
slot	ꯃꯐꯝ
slowly	ꯇꯞꯅ
slow	ꯇꯞꯅ
small	ꯑꯄꯤꯛꯄ
smart	ꯍꯩꯁꯤꯡꯕ
smell	ꯃꯅꯝ
smile	ꯃꯣꯃꯣꯟ ꯅꯣꯛꯄ
smoke	ꯃꯩꯈꯨ
smooth	ꯑꯅꯥꯟꯕ
snack	ꯑꯆꯥꯄꯣꯠ
snail	ꯊꯔꯣꯏ
snake	ꯂꯤꯟ
snap	ꯇꯠꯄ
snow	ꯎꯅ
soak	ꯏꯁꯤꯡ ꯆꯣꯠꯍꯟꯕ
soap	ꯁꯥꯄꯣꯟ
sober	ꯌꯨ ꯊꯛꯄ ꯇꯣꯛꯂꯕ
soccer	ꯕꯣꯜ ꯁꯥꯟꯅꯕ
social	ꯈꯨꯟꯅꯥꯏ
society	ꯈꯨꯟꯅꯥꯏ
socks	ꯃꯣꯖꯥ
so cute	ꯌꯥꯝꯅ ꯅꯨꯡꯁꯤꯕ
so far	ꯍꯧꯖꯤꯛ ꯐꯥꯎꯕꯗ
soft	ꯑꯊꯣꯠꯄ
soil	ꯂꯩꯍꯥꯎ
soldier	ꯂꯥꯟꯃꯤ
sold out	ꯄꯨꯝꯅꯃꯛ ꯌꯣꯟꯈ꯭ꯔꯦ
sold	ꯌꯣꯟꯈ꯭ꯔꯦ
sole	ꯃꯇꯣꯝꯇ ꯑꯣꯏꯕ
solid	ꯃꯄꯪ
solution	ꯋꯥꯔꯣꯏꯁꯤꯟ
solve	ꯋꯥꯔꯣꯏꯁꯤꯟ ꯄꯨꯊꯣꯛꯄ
somebody	ꯀꯅꯥꯒꯨꯝꯕ ꯑꯃ
somehow	ꯄꯥꯝꯕꯩ ꯑꯃꯗꯒꯤ
someone	ꯀꯅꯥꯒꯨꯝꯕ ꯑꯃ
something	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ
sometimes	ꯀꯔꯤꯒꯨꯝꯕ ꯃꯇꯝꯗ
some	ꯈꯔ
song	ꯏꯁꯩ
soon	ꯌꯥꯝꯅ ꯊꯨꯅ
sophisticated	ꯑꯐꯕ ꯃꯒꯨꯟ ꯆꯦꯟꯕ
Sorani	ꯁꯣꯔꯥꯅꯤ
sore throat	ꯈꯅꯥꯎ ꯅꯨꯡꯉꯥꯏꯇꯕ
sore	ꯆꯐꯥꯠꯄ
sorrow	ꯑꯋꯥꯕ
Sorry	ꯁꯣꯏꯈ꯭ꯔꯦ
sort	ꯈꯟꯗꯣꯛꯄ
sought	ꯊꯤꯗꯣꯛꯄ
soulmate	ꯄꯨꯅꯁꯤ ꯈꯣꯡꯂꯣꯏ
soul	ꯊꯋꯥꯏ
sound	ꯃꯈꯣꯜ
soup	ꯝꯍꯤ
source	ꯍꯣꯔꯛꯐꯝ
sour	ꯁꯤꯟꯕ
south	ꯈꯥ
so	ꯑꯗꯨ ꯑꯣꯏꯔꯕꯗꯤ
space	ꯑꯍꯥꯡꯕ
Spanish	ꯁꯄꯦꯟꯒꯤ ꯂꯣꯜ
span	ꯃꯇꯝ ꯑꯃꯒꯤ ꯃꯅꯨꯡ
spare	ꯑꯍꯦꯟꯕ
speak	ꯋꯥ ꯉꯥꯡꯕ
special	ꯑꯈꯟꯅꯕ
species	ꯖꯤꯕ ꯃꯈꯜ
specific	ꯑꯀꯛꯅꯕ
spectacular	ꯌꯦꯡꯕꯗ ꯃꯤꯠ ꯄꯦꯟꯕ
speechless	ꯋꯥ ꯉꯥꯡꯕ ꯊꯣꯛꯇꯕ
speech	ꯋꯥꯉꯥꯡ
speed	ꯈꯣꯡꯖꯦꯜ
spell	ꯕꯅꯥꯟ ꯇꯧꯕ
spend	ꯂꯣꯏꯊꯣꯛꯄ
spent	ꯂꯣꯏꯊꯣꯛꯈꯤꯕ
spicy	ꯃꯣꯔꯣꯛ ꯁꯥꯕ
spike	ꯃꯆꯤꯟ ꯇꯨꯝꯊꯣꯛꯄ
spinach	ꯄꯥꯂꯛ
spin	ꯀꯣꯏꯅ ꯎꯪꯕ
spirit	ꯏꯊꯤꯜ
spit	ꯇꯤꯟ ꯁꯤꯠꯄ
splendid	ꯄꯨꯛꯅꯤꯡ ꯍꯨꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ
split	ꯑꯅꯤ ꯊꯣꯛꯅ ꯈꯥꯏꯕ
spoiled	ꯃꯥꯡꯂꯕ
spoil	ꯃꯥꯡꯍꯟꯕ
spontaneous	ꯃꯊꯟꯅꯇ ꯃꯔꯤ ꯆꯠꯄ
spoon	ꯆꯥꯃꯆ
spot	ꯃꯐꯝ
spouse	ꯂꯧꯏꯅꯕꯤ
spread	ꯁꯟꯗꯣꯛꯄ
spring	ꯌꯦꯅꯤꯡꯊꯥ
square	ꯁꯀ꯭ꯋꯔ
squeeze	ꯆꯞꯁꯤꯟꯕ
squid	ꯁꯃꯨꯗ꯭ꯔꯒꯤ ꯉꯥ ꯃꯈꯜ ꯑꯃ
squirrel	ꯈꯩꯔꯣꯏ
stable	ꯂꯦꯡꯗꯕ
stab	ꯊꯥꯡꯅ ꯊꯤꯟꯕ
stack	ꯄꯩꯁꯤꯟꯕ
staff	ꯆꯩꯁꯨ
stage	ꯐꯝꯄꯥꯛ
stain	ꯑꯃꯣꯠꯄ ꯆꯨꯕ
stairs	ꯁꯤꯔꯤ ꯊꯥꯛ
stake	ꯎꯒꯤ ꯌꯨꯝꯕꯤ
stalk	ꯏꯅꯅꯕ
stall	ꯂꯦꯞꯍꯟꯕ
stamp	ꯁꯄꯥ
standard	ꯊꯥꯛ
stand	ꯂꯦꯞꯄ
started	ꯍꯧꯈꯤꯕ
start	ꯍꯧꯕ
starving	ꯑꯔꯥꯝ ꯈꯧꯔꯥꯡꯕ
star	ꯊꯋꯥꯟꯃꯤꯆꯥꯛ
statement	ꯋꯥꯔꯣꯜ
state	ꯑꯣꯏꯔꯤꯕ ꯐꯤꯚꯝ
station	ꯒꯥꯔꯤ ꯇꯣꯡꯐꯝ
statue	ꯃꯤꯇꯝ
status	ꯊꯥꯛ
stay safe	ꯇꯦꯛꯇ ꯀꯥꯏꯗꯅ ꯂꯩꯌꯨꯀꯣ
stay	ꯂꯩꯌꯨ
steady	ꯏꯉ ꯇꯞꯅ
steak	ꯁꯟꯁꯥ
steal	ꯍꯨꯔꯥꯟꯕ
steam	ꯃꯅꯤꯜ
steel	ꯁ꯭ꯇꯤꯜ
steep	ꯑꯉꯝꯕ
stem	ꯃꯈꯣꯛ
step	ꯈꯣꯡꯀꯥꯞ
stick	ꯆꯩ
stiff	ꯀꯟꯕ
still	ꯂꯪꯡꯗꯕ
stingy	ꯑꯔꯤꯛꯄ
sting	ꯌꯨꯕ
stir	ꯑꯣꯠꯄ
stock	ꯑꯔꯩꯕ ꯄꯣꯠꯂꯝ
stolen	ꯍꯨꯔꯥꯟꯈ꯭ꯔꯕ
stomach	ꯆꯥꯛꯈꯥꯎ
stone	ꯅꯨꯡ
stood	ꯂꯦꯞꯄ
stool	ꯐꯝꯅꯕ
stop	ꯂꯦꯞꯄ
storage	ꯊꯝꯐꯝ
store	ꯗꯨꯀꯥꯟ
storm	ꯅꯣꯡꯂꯩ ꯅꯨꯡꯁꯤꯠ
story	ꯋꯥꯔꯤ
stove	ꯃꯩꯐꯨ
straightforward	ꯋꯥ ꯂꯣꯠꯇꯕ
straight	ꯑꯆꯨꯝꯕ
strain	ꯐꯠꯂꯛꯇꯕ
stranger	ꯃꯤꯇꯣꯞ
strange	ꯇꯣꯉꯥꯟꯅ
strategy	ꯂꯥꯂꯣꯡ
strawberry	ꯁ꯭ꯇꯔꯣꯕꯦꯔꯤ
straw	ꯆꯔꯨ
streak	ꯇꯣꯉꯥꯟꯕ ꯃꯆꯨꯒꯤ ꯂꯪ ꯄꯔꯤꯡ
stream	ꯇꯨꯔꯦꯜ ꯃꯆꯥ
street	ꯂꯝꯕꯤ
strength	ꯄꯥꯡꯒꯜ
stress	ꯋꯥꯈꯜ ꯋꯥꯕ
stretch	ꯆꯤꯡꯊꯣꯛꯄ
strict	ꯑꯍꯛꯄ
strike	ꯌꯩꯕ
string	ꯄꯔꯦꯡ
strip	ꯀꯨꯌꯣꯝ ꯄꯨꯝꯅꯃꯛ ꯂꯧꯊꯣꯛꯄ
strive	ꯐꯪꯅꯕ ꯍꯣꯠꯅꯕ
stroke	ꯌꯩꯕ
strong	ꯑꯀꯟꯕ
struck	ꯊꯣꯝꯕ
structure	ꯃꯑꯣꯡ ꯃꯇꯧ
struggle	ꯋꯥꯅ ꯍꯣꯠꯅꯕ
struggling	ꯋꯥꯅꯥ ꯍꯣꯠꯅꯔꯤꯕ
stubborn	ꯑꯅꯝ ꯀꯟꯕ
stuck	ꯄꯟꯕ
student	ꯃꯍꯩꯔꯣꯏ
studying	ꯃꯍꯩ ꯇꯝꯂꯤꯕ
study	ꯅꯩꯅꯕ
stuff	ꯄꯣꯠꯂꯝ
stunning	ꯄꯨꯛꯅꯤꯡ ꯍꯨꯕ
stupid	ꯑꯄꯪꯕ
style	ꯃꯑꯣꯡ
subject	ꯍꯤꯔꯝ
submission	ꯊꯥꯖꯤꯟꯕ
submit	ꯊꯥꯖꯤꯟꯕ
substance	ꯄꯣꯠꯂꯝ
substitute	ꯃꯍꯨꯠ ꯁꯤꯟꯕ
subtle	ꯏꯪꯇꯞꯞ
succeed	ꯃꯥꯏ ꯄꯥꯛꯄ
successful	ꯃꯥꯏ ꯄꯥꯛꯄ
success	ꯃꯥꯏ ꯄꯥꯛꯄ
such as	ꯑꯁꯤꯒꯨꯝꯕ
such	ꯑꯁꯤꯒꯨꯝꯕ
suck	ꯐꯠꯇꯕ
suddenly	ꯈꯡꯍꯧꯗꯅ
sudden	ꯈꯨꯗꯛꯇ
suffering	ꯑꯋꯥꯕ ꯅꯪꯕ
suffer	ꯑꯋꯥꯕ ꯅꯪꯕ
sufficient	ꯃꯇꯤꯛ ꯆꯥꯕ
sugar	ꯆꯤꯅꯤ
suggestion	ꯄꯥꯎꯇꯥꯈ
suggest	ꯄꯥꯎꯇꯥꯛ ꯄꯤꯕ
suitable	ꯆꯨꯅꯕ
suitcase	ꯄꯣꯠ ꯍꯥꯞꯅꯕ ꯄꯨꯊꯣꯛ ꯄꯨꯁꯤꯟ ꯇꯧꯕ ꯌꯥꯕ ꯎꯄꯨ ꯃꯆꯥ
suit	ꯆꯨꯅꯕ
summary	ꯁꯝꯂꯞꯄ ꯋꯥꯔꯣꯜ
summer	ꯀꯥꯂꯦꯟꯊꯥ
summit	ꯆꯤꯡꯗꯣꯜ ꯃꯇꯣꯟ ꯂꯣꯝꯕ
sum	ꯇꯤꯟꯁꯤꯟꯅꯕꯒꯤ ꯐꯜ
sunday	ꯅꯣꯡꯃꯥꯏꯖꯤꯡ
sunny	ꯅꯨꯡꯁꯥ ꯁꯥꯕ
sunset	ꯅꯨꯃꯤꯠ ꯇꯥꯕ
sunshine	ꯅꯨꯡꯁꯥ ꯃꯉꯥꯜ
sun	ꯅꯨꯃꯤꯠ
superior	ꯆꯥꯡ ꯍꯦꯟꯕ
supervisor	ꯌꯦꯡꯁꯤꯟꯕ ꯃꯤ
super	ꯈ꯭ꯋꯥꯏꯗꯒꯤ ꯐꯕ
supper	ꯅꯨꯡꯊꯤꯜꯒꯤ ꯆꯥꯛꯂꯦꯟ
supply	ꯄꯤꯕ
support	ꯁꯧꯒꯠꯄ
supposed	ꯑꯣꯏꯒꯅꯤ ꯈꯟꯕ
suppose	ꯀꯔꯤꯒꯨꯝꯕ ꯑꯃ ꯑꯣꯏꯔꯁꯤ ꯍꯥꯏꯅ ꯈꯅꯁꯤ
sure	ꯁꯣꯏꯗꯕ
surface	ꯃꯃꯥꯏ
surgery	ꯂꯦꯟꯕ
surge	ꯍꯦꯟꯒꯠꯄ
surname	ꯌꯨꯝꯅꯥꯛ
surprised	ꯑꯉꯛꯄ ꯐꯥꯎꯕ
surprise	ꯑꯉꯛꯄ
surrender	ꯆꯪꯖꯕ
surrounding	ꯑꯀꯣꯏꯕ
surveillance	ꯌꯦꯡꯁꯤꯟꯕ
survey	ꯊꯤꯁꯣꯛꯄ
survive	ꯍꯤꯡꯕ
suspect	ꯆꯤꯡꯅꯕ
suspended	ꯌꯥꯟꯗꯨꯅ ꯊꯝꯕ
suspicious	ꯆꯤꯡꯅꯅꯤꯡꯉꯥꯏ ꯑꯣꯏꯕ
sustainability	ꯇꯨꯡ ꯀꯣꯏꯅ ꯆꯠꯄ ꯌꯥꯕꯒꯤ ꯃꯇꯧ
sustainable	ꯇꯨꯡ ꯀꯣꯏꯅ ꯆꯠꯀꯗꯕ
sustain	ꯂꯦꯞꯇꯅ ꯁꯧꯒꯠꯄ
swag	ꯍꯨꯔꯥꯟꯕꯅ ꯍꯨꯈꯤꯕ ꯄꯧꯠ
swallow	ꯌꯣꯠꯁꯤꯟꯕ
swap	ꯑꯣꯟꯊꯣꯛꯅꯕ
swear	ꯋꯥꯁꯛ ꯁꯛꯄ
sweater	ꯖꯔꯁꯤ
sweat	ꯍꯨꯃꯥꯡ
sweep	ꯆꯦꯟꯗꯨꯅ ꯄꯨꯕ
sweet dreams	ꯅꯨꯡꯉꯥꯏꯅ ꯇꯨꯝꯃꯣ
sweetheart	ꯅꯨꯡꯁꯤꯕꯤ
