ၼိူင်ႈဢၼ်	a
ၽိုၵ်ႉၽွၼ်ႉ	training
တၢင်းယၢမ်ႈ	trait
တၢင်းယၢမ်ႈၸႅင်ႈ	traits
လႅၵ်ႈၸူး	transfer
လွင်ႈၶၢႆႉလၢႆႊ	transition
ပိၼ်ႇလိၵ်ႈ	translate
ႁၼ်ထိုင်လွၼ်ႉလႆႈ	transparent
တေႃႇသူင်ႇ	transport
ၶူင်ႉၵၢၼ်တေႃႉသူင်ႇ	transportation
ႁႅဝ်ႉ	trap
ဢမ်ႇၶဝ်ႈတၢင်းတိုဝ်း	trash
ပဵၼ်ႁၢႆႉမႃး ဝၢႆးလိုၼ်း	trauma
ဢွၵ်ႇတၢင်း	travel
လႅင်ႇပၢၼ်း	tray
ၵႅဝ်ႈသႅင်ငိုၼ်းၶမ်း	treasure
လဵင်ႉ	treat
ၵပ်းသိုပ်ႇ	treat
ႁဵတ်းသၢင်ႈ	treatment
တူၼ်ႈမႆႉ	tree
တိုၼ်ႇဢၢမ်း	tremendous
ၸူးတၢင်း	trend
ၸၢမ်းတူၺ်း	trial
ယွၵ်ႇလႅၼ်	trick
ၸၢမ်းတူၺ်း	tried
တႄႇငိူၼ်ႈမၼ်း	trigger
ၼဵင်	trigger
ယူဝ်းယူဝ်းၽဵၼ်ႈၽဵၼ်ႈ	trim
ၶၢဝ်းတၢင်းလႄႇ	trip
တုၵ်ႉ	trouble
ၵူၼ်	trousers
လူတ်ႉတၢင်ႇၵုၼ်ႇ	truck
မႅၼ်ႈ	true
တူၼ်ႈလမ်း	trunk
လွင်ႈမၢၼ်ႇမႅၼ်ႈ	trust
ယုမ်ႇ	trust
ယုမ်ႇ	truth
ၸၢမ်းတူၺ်း	try
ၶိူဝ်းသွင်းၵႃႇ	Tsonga
လွတ်ႇ	tube
ဝၼ်းဢၢင်းၵၢင်း	Tuesday
ၽိုၵ်းသွၼ်ၶိုၼ်း	tuition
ၵႆႇၸၢင်ႉ	turkey
မိၼ်ႉ	turmeric
ငွၵ်း	turn
တဝ်ႇပၢင်ႇလၢႆႇ	turtle
မေႃသွၼ်ၸၼ်ႉၸွမ်	tutor
သိပ်းသွင်	twelve
ၼိူင်ႈသၢဝ်း	twenty
သၢဝ်းဢဵတ်း	twenty-one
ၶိူဝ်းထြီႇ	Twi
သွင်ပုၼ်ႈ	twice
ဢေသွင်	twist
သွင်	two
ၸႃႉမဵဝ်း	type
ဢွၵ်ႇႁၢင်ႊဝႆႉ	typical
ႁၢင်ႊၸႃႉ	ugly
ၵမ်းလိုၼ်း	ultimate
ၸွင်ႈ	umbrella
ဢမ်ႇပဵၼ်လႆႈ	unable
လုင်း	uncle
လိုမ်းတူဝ်	unconscious
တၢင်းတႂ်ႈ	under
တၢင်းတႂ်ႈ	underneath
သၢင်းၽႅပ်ႉႁႅင်းၼႃႇ	underrated
ပွင်ႇၸႂ်	understand
ပွင်ႇၸႂ်လီ	understood
ၵႅၼ်	unfortunately
သိူဝ်ႈတုၺ်ႇ	uniform
ၶိုၵ်ႉၶၢႆး	unique
ဢမ်ႇမီးတီႈတႅၵ်ႈၼိူင်း	unique
ယူႇၼိတ်ႉ	unit
ၸၼ်ႉၸွမ်	university
ဢမ်ႇႁူႉ	unknown
ပေႃးဢမ်ႇပဵၼ်ၵေႃႈ	unless
တေႃႇထိုင်	until
ဢမ်ႇသူႈပဵၼ်	unusual
တီႈၼိူဝ်	up
ၵမ်ႉၸႂ်သူ	up to you
လွင်ႈႁဵတ်းႁုၼ်ႈမႂ်ႇ	update
မႄးႁုၼ်ႈမႂ်ႇ	update
ႁုၼ်ႈမႂ်ႇ	upgrade
မႄးသႂ်ႇ	upgrade
တၢင်းၼိူဝ်	upon
ၸႂ်လဵၵ်ႉ	upset
ၼႂ်းဝဵင်း	urban
တိုၵ်းသူၼ်းတေႉတေႉဝႃႈဝႃႈ	urge
မၢင်ႉၵိၼ်း	urgent
ႁဝ်းၸိူဝ်းၼႆႉ	us
ၸႂ်ႉတိုဝ်း	use
တၢင်းၸႂ်ႉ	use
ၸႂ်ႉတိုဝ်း	used
ၶဝ်ႈတၢင်းတိုဝ်း	useful
ဢမ်ႇၶဝ်ႈတၢင်းတိုဝ်း	useless
ၵႆႉပဵၼ်	usual
ၵႆႉၵႆႉ	usually
ၶဝ်ႈတၢင်းတိုဝ်း	utility
လႄႇၶၢဝ်းတၢင်းပွတ်း	vacation
ယႃႈႁေႈၵင်ႈ တၢင်းပဵၼ်	vaccination
ယႃႈႁေႉတၢင်းပဵၼ်	vaccine
ၵၢင်ႁၢဝ်	vacuum
ဢမ်ႇလပ်းလွင်း	vague
လွင်ႈတၢင်းၵိုမ်းၶိူင်ႇ	valid
ဝၢဝ်ႇလွၺ်	valley
ၵႃႊယႂ်ႇ	valuable
ၵႃႊၼႃႇ	value
ၵႃႊၶၼ်	value
ပႅၵ်ႈပိူင်	variety
ၵူႊမဵဝ်းမဵဝ်း	various
ပိူင်ႈပႅၵ်ႈ	vary
ၼမ်ႉတဝ်ႈ	vase
လၢတ်ႈၵႂၢင်ႈ	vast
ၽၵ်းယိူဝ်ႈလၢင်းၶဵဝ်	vegetable
ၽၵ်းယိူဝ်ႈလၢင်းၶဵဝ်	vegetables
လႅင်	vehicle
ၵူၼ်းၶၢႆ	vendor
မဵဝ်းၵွင်ႉႁၢႆႉ	venom
ၸုၼ်ႉႁဵတ်းပၢႆးမၢၵ်ႈမီး	venture
တီႈႁူပ်းထူပ်းၵၼ်	venue
ၸႅတ်ႈတူၺ်း	verify
လွင်ႈတၢင်းၵူႊလွင်ႈ	versatile
လၢႆးႁွင်ႉ	version
ၶဝ်ႈသုၼ်ႇတင်ႈလီ	vertical
ႁႅင်းႁႅင်း	very
ၶႅမ်ႉတေႉ	very good
ႁိူဝ်း	vessel
လုၵ်ႉၼႆႈသေ	via
ၶုၺ်ႉႁူႉလွင်ႈၵပ်းသိုပ်ႇ	vibe
ၶုၺ်ႉႁူႉလွင်ႈၵပ်းသိုပ်ႇ	vibes
မိူၵ်ႈမႂ်ႈ	vicious
ၵူၼ်းပၢႆႊၽေး	victim
ငဝ်းႁၢင်ႊ	video
တူၺ်း	view
မူႇဝၢၼ်ႈ	village
ၽူႈႁၢႆႉ	villain
လဝ်ႈ	vinegar
လဝ်ႈ	vintage
လၢႆးႁူၵ်းႁၢႆႉ	violence
ဢၼ်ပေႉၵိၼ်	violent
ယွၼ်ႉမႅင်းဝၢႆးရၢတ်ႉ	viral
သၢဝ်သူၺ်ႇပီႇ	virgin
ထိုင်တီႈ	virtual
ၽူႈသူင်သိၼ်	virtue
တႃႈယိူင်း	vision
တီႈလႄႇ	visit
ထွင်ႊ	visit
ႁၼ်လႆႈၸႅင်ႈ	visual
ဢမ်ႇမီးဢမ်ႇပဵၼ်	vital
ဝီးဝိတ်ႇ	vivid
ထွၺ်ႈၵႂၢမ်း	vocabulary
သဵင်	voice
ပဝ်ႇပူင်	void
တၢင်ႉႁႅင်းသဵင်	volume
ၽူႈၸွၺ်ႈၽႂ်ႇ	volunteer
ႁၢၵ်ႈ	vomit
ထုၵ်ႈဢွၵ်ႇမႃး	vomit
ၸုတ်ႈဢူၼ်ႈ	vulnerable
ၵႃႊၸၢင်ႈ	wage
ၵေႃႊႁႅင်း	wages
ဢႅဝ်	waist
ပႂ်ႉ	wait
ၵူၼ်းတမ်းၽိူၼ်	waiter
ပႂ်ႉ	waiting
ပူၵ်း	wake
ၼွၼ်းတိုၼ်ႇ	wake up
ပႆတၢင်း	walk
ပႆတၢင်း	walking
ၽႃ	wall
ဢႅပ်ႇငိုၼ်း	wallet
လႄႇၵႂႃႇတိၵ်းတိၵ်း	wander
ၶႂ်ႈပဵၼ်	wanna
ၶႂ်ႈလႆႈ	want
ၶႂ်ႈလႆႈ	wanted
ပၢင်တိုၵ်း	war
တူႈသႂ်ႇၶူဝ်း	wardrobe
ႁူင်းဝႆႉၵုၼ်ႇ	warehouse
ဢုၼ်ႇ	warm
ပၼ်ၾၢင်ႉ	warm
ပၼ်ၾၢင်ႉ	warn
ပၼ်ၾၢင်ႉ	warning
သိုၵ်းႁၢၼ်	warrior
ပဵၼ်	was
လၢင်ႉ	wash
ပိၼ်ႉပႅတ်ႈ	waste
တူၺ်း	watch
ၼမ်ႉ	water
တႅင်ၽၢင်	watermelon
ပိူမ်းၼမ်ႉ	wave
သဵၼ်ႈတၢင်း	way
ၸိူဝ်းႁဝ်း	we
ၸိူဝ်းတူႊပဵၼ်	we are
ႁဝ်းႁဵတ်းလႆႈ	we can
ဢၼ်ဢူၼ်ႈဢွၼ်ႇ	weak
တၢင်းၸုတ်ႈဢူၼ်ႈ	weakness
မၢၵ်ႈမီး	wealth
ၾႃႉၾူၼ်	wealthy
ၼုင်ႈ	wear
ၼုင်ႈဝႆႉ	wearing
ၾိင်ႈၾႃႉ	weather
ႁဵတ်းပၢင်ၶႅၵ်ႇ	wedding
ဝၼ်းပုတ်ႉ	Wednesday
တူၼ်ႈပၢင်း	weed
ၵမ်ႊ	week
ဝၼ်းတိတ်ႉသဝ်	weekend
တၢင်းၼၵ်း	weight
ယွင်ႈၼၵ်း	weight
ဢၼ်လၢၵ်ႇလၢႆး	weird
ငိၼ်းၸူမ်းႁပ်ႉတွၼ်ႈ	welcome
ၵမ်ႉၸွၺ်ႈႁႂ်ႈယူႇသႃႇလူမ်	welfare
လီယဝ်ႉ	Well
လီတေႉယဝ်ႉ	well done
ၵႂႃႇ	went
ပဵၼ်	were
ၽၢႆႇဝၼ်းတူၵ်း	west
ယမ်း	wet
ပႃမုင်းလူင်	whale
ဢီႈသင်	what
သူလူး	what about you
သူတိုၵ်ႉႁဵတ်းသင်ယူႇ	what are you doing
မိူဝ်ႈလဵဝ်သူတိုၵ်ႉႁဵတ်းသင်ယူႇ	what are you doing now
သူႁဵတ်းသင်ဝႆႉ	what are you doing right now
မႂ်းၶႂ်ႈလႆႈသင်	what do you do
သူႁဵတ်းၵၢၼ်သင်	what do you do for a living
သူၶႂ်ႈဝႃႈသင်	what do you mean
သူၶႂ်ႈလႆႈသင်	what do you want
ပဵၼ်သင်မႃး	what happened
ပဵၼ်ဢီႈသင်	what is
ၼႆႉပဵၼ်သင်	what is this
သူႁဵတ်းၵၢၼ်သင်	what is your job
ၸိုဝ်ႈသူႁွင်ႉဝႃႈႃႁိုဝ်ၶႃႈ	what is your name
ပဵၼ်ႁိုဝ်ပဵၼ်ႁႃ	what's up
ၸိုဝ်ႈသူႁွင်ႉသင်	what's your name
ပဵၼ်သင်ၵေႃႈလီ	whatever
ၶဝ်ႈမႅၼ်ႇ	wheat
မၢၵ်ႇလေႃႉ	wheel
မိူဝ်ႈလႂ်	when
ပိူၼ်ႁိုဝ်ၵေႃႈလၢႆး	whenever
တီႈလႂ်	where
သူမီးတီႈလႂ်	where are you
သူလုၵ်ႉတီႈလႂ်မႃးၶႃႈ	where are you from
တေႃႈလဵဝ် သူမီးလႂ်	where are you now
သူယူႇတီႈလႂ်	where do you live
တီႈလႂ်	where is
ယွၼ်ႉၼၼ်	whereas
သေတႃႉၵေႃႈ	whether
ဢၼ်လႂ်	which
ၽွင်းမိူဝ်ႈ	while
သွပ်ႉသႅပ်ႉ	whisper
သွပ်ႉသႅပ်ႉ	whistle
သီၶၢဝ်	white
ပဵၼ်ၽႂ်	who
သူပဵၼ်ၽႂ်	who are you
ၽႂ်ၼၼ်ႉ	who is
ပဵၼ်ၽႂ်ၼၼ်ႉ	who is this
တင်းမူတ်း	whole
ၽႂ်	whom
ၶွင်ၽႂ်	whose
ၵွပ်ႈသင်	why
ႁဵတ်းသင်ဢမ်ႇလႆႈ	why not
တိူဝ်ႉမၢတ်ႇ	wicked
ၵႂၢင်ႈ	wide
ႁူးလႅင်း	widow
တၢင်းၵႂၢင်ႈ	width
မေး	wife
လိူင်း	wild
တေ	will
ၸႂ်ၶႂ်ႈသၢင်ႈ	willing
ပေႉ	win
လူမ်းပဝ်ႇ	wind
ႁူးလႅင်း	window
လူမ်းပဝ်ႇ	windy
လဝ်ႈမၢၵ်ႇ	wine
ၶၢဝ်းၵတ်း	winter
ၸတ်းပႅတ်ႈ	wipe
သၢႆၾႆး	wire
တၢင်းႁူႉ	wisdom
ႁူႉၼမ်	wise
ၶေႃႈယွၼ်းသူး	wish
ယွၼ်းသူး	wish
ယွၼ်းသူးပၼ်ယူႇ	wish you all the best
ၽိူဝ်ႉ	witch
တင်း	with
ထုၵ်ႈငိုၼ်း	withdraw
ႁုပ်ႈသိမ်း	withdrawal
ၶဝ်ႈပႃး	within
ဢမ်ႇမီး	without
ၼေလၵ်းထၢၼ်	witness
လၵ်းထၢၼ်	witness
ၺၢၼ်ႉႁုၼ်ႉၼူဝ်	witty
မႃလႆး	wolf
ၽူႈယိင်း	woman
ၽူႈယိင်း	women
ဢွင်ႇပေႉ	won
တေဢမ်ႇ	won't
ၶႂ်ႈႁူႉ	wonder
လီဢၢမ်း	wonderful
မႆႉ	wood
ၶူၼ်တူဝ်း	wool
ၶေႃႈၵႂၢမ်း	word
ၶေႃႈၵႂၢမ်းတူဝ်လိၵ်ႈ	words
ႁဵတ်းၵၢၼ်	work
ၼႃႈၵၢၼ်	work
လဵၼ်ႈႁႅင်းတူဝ်	work out
ႁဵတ်းၵၢၼ်	working
ၶူင်းၵၢင်	world
တိူၵ်ႇလိူၼ်ႊ	worm
ၼုင်ႈ	worn
မႆႈၸႂ်	worried
မႆႈၸႂ်	worry
ၽိတ်း	worse
တိူင်ႇၵၢဝ်ႇ	worship
တၢင်းၽိတ်း	worst
မီးၵႃႈၶၼ်	worth
ၵိုင်ႇတၢၼ်ႇ	worth it
မီးၵႃႊၶၼ်	worthy
တေ	would
ႁွၺ်းၸဵပ်း	wound
ဢူဝ်ႉႁူဝ်	Wow
တႅၼ်	wrap
ၸႂ်လမ်သႆႈၵမ်ႇ	wrath
ၶေႃးမိုဝ်း	wrist
တႅမ်ႈ	write
တႅမ်ႈတီႈၼႆႈ	Write here
တႅမ်ႈ	writing
တႅမ်ႈယဝ်ႉ	written
ၽိတၼ်း	wrong
တႅမ်ႈ	wrote
ဝႃး	yard
ႁၢဝ်ၵၢင်း	yawn
ၽုၺ်ႇဝႆႉ	yawn
ဢိုမ်း	Yeah
ပီႊ	year
ပီႊ	years
ဢွၵ်ႇပူၵ်ႇ	yeast
သႅၼ်ႇ	yell
သီလိူင်	yellow
ၸႂ်ႈ	Yes
ၸႂ်ႈဢိူဝ်ႈ ဢေ	yes baby
ၸႂ်ႈဢိူဝ်ႈ ႁၵ်ႉ	yes dear
ၸႂ်ႈယဝ်ႉ ႁၵ်ႉဢိူၺ်း	yes honey
ၸႂ်ႈယဝ်ႉ ႁၵ်ႉဢိူၺ်း	yes my love
တိုၼ်းပဵၼ်ၼၼ်	yes of course
မိူဝ်ႈဝႃး	yesterday
ဢမ်ႇပႆႇယဝ်ႉ	yet
မွၵ်ႇမႃး	yield
မႂ်း	you
သူပဵၼ်	you are
သူႁၢင်ႊလီတေႉ	you are beautiful
သူႁၢင်ႊလီတေႉယဝ်ႉ	you are so beautiful
ယိၼ်းလီၶႃႈ	you are welcome
သူႁဵတ်းလႆႈဢိူဝ်ႈ	you can
သူႁူႉယူႇ	You know
သူၵေႃႈၶဝ်	you too
ယိၼ်းလီၶႃႈ	you're welcome
ၼုမ်ႇ	young
ၶွင်သူ	your
ယိၼ်းလီၶႃႈ	your welcome
ႁင်းၵွၺ်းသူ	yourself
ၵူၼ်းၼုမ်ႇ	youth
ယိၼ်းလီၼႃ	you’re welcome
ဝၢၼ်တေႉတေႉ	yummy
သုၼ်	zero
